timestamp,symbol,sector,volume,market_cap,open_price,close_price,price_change
2023-01-04 10:00:00,TSLA,Consumer,16697605,640974568365.3385,71.23011216730025,71.62978559730851,0.56
2023-01-04 11:00:00,TSLA,Finance,29997166,666933878567.5726,73.22659106781865,73.36197730915546,0.18
2023-01-04 12:00:00,AAPL,Consumer,38937226,163537044064.75732,71.5545763553354,71.33155838609049,-0.31
2023-01-04 13:00:00,AAPL,Technology,25100710,565520227140.3035,71.01548356184296,71.13563608831095,0.17
2023-01-04 14:00:00,AAPL,Healthcare,41253576,771855284067.629,70.7224526509431,70.4032469796381,-0.45
2023-01-04 15:00:00,AAPL,Finance,42422223,499396768871.406,71.57851074171293,71.91740938943258,0.47
2023-01-04 16:00:00,AMZN,Healthcare,14099507,13091013659.331318,73.17533182687812,72.66414640865638,-0.7
2023-01-04 17:00:00,MSFT,Consumer,13285500,10029430610.212885,74.71609925729595,75.17263900892463,0.61
2023-01-04 18:00:00,MSFT,Finance,47801033,357672314626.0422,75.05045129037529,75.17086092523971,0.16
2023-01-04 19:00:00,AAPL,Energy,28428913,926267874363.3502,74.6297648349205,74.56835910260077,-0.08
2023-01-04 20:00:00,MSFT,Healthcare,39844162,229448102824.00516,71.90430934402168,72.17874441862972,0.38
2023-01-04 21:00:00,MSFT,Finance,46405132,634729325182.8154,70.01445434318344,70.19345562309424,0.26
2023-01-04 22:00:00,AAPL,Healthcare,37793968,222853794822.62726,72.48828274508604,72.97046816403036,0.67
2023-01-04 23:00:00,MSFT,Finance,34007453,322348319669.8891,69.82640863767772,70.28763362156705,0.66
2023-01-05 00:00:00,TSLA,Technology,16341821,848194047511.8824,68.73084535312856,68.85191145331544,0.18
2023-01-05 01:00:00,GOOGL,Healthcare,36880565,729132580827.6769,70.30424050036464,69.99779461979843,-0.44
2023-01-05 02:00:00,GOOGL,Energy,32979500,96303878035.89742,70.59911518482258,70.40796490334196,-0.27
2023-01-05 03:00:00,AAPL,Energy,44682501,429273318965.4472,71.90949840211533,71.88373794401139,-0.04
2023-01-05 04:00:00,AMZN,Consumer,11538832,30140593881.619205,72.69018869128176,73.08334146166693,0.54
2023-01-05 05:00:00,AAPL,Finance,34251322,481409256456.406,74.82667333004528,74.65592392677151,-0.23
2023-01-05 06:00:00,AMZN,Healthcare,8948140,662771577689.3671,75.26879015133673,75.1284362424808,-0.19
2023-01-05 07:00:00,GOOGL,Consumer,6720626,119384120974.5534,76.26752830937446,76.97237397909097,0.92
2023-01-05 08:00:00,AAPL,Healthcare,14654772,289596053970.25653,75.16279845163994,75.1236016116925,-0.05
2023-01-05 09:00:00,TSLA,Finance,40776146,398438788876.6548,76.04420699701855,75.80286858076333,-0.32
2023-01-05 10:00:00,MSFT,Energy,40929257,919611493631.3937,75.44174509717027,75.73470275569447,0.39
2023-01-05 11:00:00,AMZN,Technology,39560290,993261760407.541,74.75808314928561,74.73710069232052,-0.03
2023-01-05 12:00:00,MSFT,Energy,34422637,45866387696.62024,76.09583944735785,75.56712587317372,-0.69
2023-01-05 13:00:00,MSFT,Consumer,30168537,761246915571.8966,77.46803520068981,77.8712230447289,0.52
2023-01-05 14:00:00,AAPL,Technology,9221252,372352342335.9409,80.0840411278032,79.78491148938836,-0.37
2023-01-05 15:00:00,MSFT,Consumer,37970303,393065728043.25055,82.68399064195772,82.70200979800455,0.02
2023-01-05 16:00:00,TSLA,Finance,25774704,754510708373.6757,84.20093620630803,84.1722493204422,-0.03
2023-01-05 17:00:00,MSFT,Technology,22740617,918508005713.2632,81.30367358482874,81.39721393832514,0.12
2023-01-05 18:00:00,AAPL,Consumer,13429667,950977665908.0459,84.27561714592757,83.35234654753843,-1.1
2023-01-05 19:00:00,TSLA,Finance,37421189,577545463452.2825,85.82286298523591,85.67906700195886,-0.17
2023-01-05 20:00:00,GOOGL,Energy,27502745,357764038141.20233,84.50829687368918,84.98358719474311,0.56
2023-01-05 21:00:00,MSFT,Finance,11636547,787761536772.9205,85.74027429993417,86.28277252986985,0.63
2023-01-05 22:00:00,AAPL,Healthcare,13743293,251750381879.03796,83.9615653168928,83.5454138562623,-0.5
2023-01-05 23:00:00,GOOGL,Finance,40467750,564509954804.6842,85.00038838162463,85.39164442249435,0.46
2023-01-06 00:00:00,GOOGL,Finance,14487010,359219883063.34827,82.76271908749672,82.44762910314479,-0.38
2023-01-06 01:00:00,AMZN,Healthcare,47206264,656974442634.1682,81.42491202494168,81.27243074358611,-0.19
2023-01-06 02:00:00,TSLA,Consumer,31190179,241158513980.6134,82.5810303627236,82.44808135900912,-0.16
2023-01-06 03:00:00,MSFT,Consumer,45690216,192401352789.09094,84.3530322167008,84.39892183085118,0.05
2023-01-06 04:00:00,AAPL,Finance,12416757,918320847588.7616,84.90206393446725,85.32715432893643,0.5
2023-01-06 05:00:00,AMZN,Healthcare,28804333,102701879266.58736,84.41613777670482,84.52781379993992,0.13
2023-01-06 06:00:00,TSLA,Healthcare,4651387,506451949827.1967,80.84556088591555,80.794574921371,-0.06
2023-01-06 07:00:00,AMZN,Energy,28270507,221631930180.0459,80.50759232514945,80.89697181715434,0.48
2023-01-06 08:00:00,TSLA,Consumer,45470459,39891033362.34178,81.36658430668024,81.0400352282894,-0.4
2023-01-06 09:00:00,TSLA,Technology,36266104,36982799473.134964,80.85110241272969,80.8198868355803,-0.04
2023-01-06 10:00:00,MSFT,Consumer,6905950,176046550333.72153,80.81459338417582,81.21696165953045,0.5
2023-01-06 11:00:00,TSLA,Consumer,4212883,866903584151.4943,80.51458138028008,80.72766572060158,0.26
2023-01-06 12:00:00,AMZN,Energy,4028631,283196265233.0496,79.99654055117357,79.81002702596933,-0.23
2023-01-06 13:00:00,TSLA,Technology,15218200,950508711404.7205,80.11793912523031,79.51186423460238,-0.76
2023-01-06 14:00:00,MSFT,Energy,15987811,582040670696.2043,79.68098456657688,79.80483200009246,0.16
2023-01-06 15:00:00,MSFT,Technology,28736989,437177575578.9973,81.98103921953785,81.33393205132725,-0.79
2023-01-06 16:00:00,AMZN,Finance,7423959,580508745834.7852,78.36334901665636,78.2800874236173,-0.11
2023-01-06 17:00:00,GOOGL,Technology,44721579,517181686841.0415,77.50786795520423,77.9647568394744,0.59
2023-01-06 18:00:00,GOOGL,Energy,5024733,759017477503.5679,76.15883386601288,76.38607607902193,0.3
2023-01-06 19:00:00,TSLA,Consumer,22636437,283213569906.8794,76.49257802173895,75.71860547272846,-1.01
2023-01-06 20:00:00,AAPL,Technology,44357062,353697341208.7021,76.61059809280165,76.68738164098222,0.1
2023-01-06 21:00:00,TSLA,Technology,43895286,894200208230.7175,79.09614176743602,78.9699162233695,-0.16
2023-01-06 22:00:00,AMZN,Healthcare,1019675,946510056637.255,82.18269792864739,81.65931026669597,-0.64
2023-01-06 23:00:00,AMZN,Consumer,26239821,892665669258.988,80.9120162465917,81.04755248923618,0.17
2023-01-07 00:00:00,AMZN,Finance,27133385,420028545963.35626,80.91282547199421,80.71388597830833,-0.25
2023-01-07 01:00:00,AMZN,Energy,28164495,780585137503.8748,81.23049637251384,81.03329551769166,-0.24
2023-01-07 02:00:00,AMZN,Finance,41365237,476859397567.79767,79.93436023670868,79.98393757261833,0.06
2023-01-07 03:00:00,MSFT,Consumer,31115806,498042312293.9561,80.93894655740684,80.68565438441811,-0.31
2023-01-07 04:00:00,GOOGL,Technology,5464344,205475428948.22668,80.55123707499541,80.5897952742472,0.05
2023-01-07 05:00:00,AMZN,Technology,48612108,591539172955.2579,78.83125091578968,78.59738819954468,-0.3
2023-01-07 06:00:00,AAPL,Consumer,11797637,186949761855.59457,78.39047653295493,78.17942528049078,-0.27
2023-01-07 07:00:00,AAPL,Technology,13310059,332233134368.1266,76.82631282931591,77.2077284946831,0.5
2023-01-07 08:00:00,AAPL,Technology,1566088,855175171418.3152,78.41914790152555,78.84836398631009,0.55
2023-01-07 09:00:00,AAPL,Technology,14727532,207868733401.64438,81.40152103093102,80.70608575776417,-0.85
2023-01-07 10:00:00,MSFT,Energy,41113379,72087126888.25938,81.80009441918814,82.10564756501144,0.37
2023-01-07 11:00:00,AAPL,Energy,11151607,69938585020.20349,81.98214342185655,82.55544086350542,0.7
2023-01-07 12:00:00,AMZN,Healthcare,1658003,940843735982.6047,82.23208200026369,82.87241369103388,0.78
2023-01-07 13:00:00,TSLA,Finance,45343121,507413517523.8728,84.17643331248684,84.39545185895253,0.26
2023-01-07 14:00:00,AAPL,Consumer,1805113,410002659745.2013,86.13050335793021,85.67513230924482,-0.53
2023-01-07 15:00:00,MSFT,Consumer,10322004,811067702426.9105,85.93127735644622,86.20195264805199,0.31
2023-01-07 16:00:00,MSFT,Consumer,6028035,835990101982.6055,86.36538485858736,85.99001828760008,-0.43
2023-01-07 17:00:00,AAPL,Healthcare,12551409,332858842082.489,87.49270602123582,87.34267126894548,-0.17
2023-01-07 18:00:00,TSLA,Energy,21811680,693924439416.3214,85.501918937635,85.6656902353255,0.19
2023-01-07 19:00:00,AAPL,Healthcare,27769370,771351693036.0347,87.57552556201564,87.22313944836024,-0.4
2023-01-07 20:00:00,MSFT,Consumer,16433222,654996036179.0885,90.61410185473504,90.09470168393892,-0.57
2023-01-07 21:00:00,GOOGL,Finance,36646533,152443479725.2993,92.72546861097422,92.94141385709197,0.23
2023-01-07 22:00:00,AMZN,Technology,40549566,876007200433.5399,90.4155030279055,91.2596331063994,0.93
2023-01-07 23:00:00,MSFT,Energy,11347918,539555458183.2727,86.8531313850675,87.39302535830531,0.62
2023-01-08 00:00:00,AAPL,Energy,27621905,283189953943.63367,88.08422010638957,88.39567982429033,0.35
2023-01-08 01:00:00,AMZN,Healthcare,33382711,425802957252.2562,86.74500621149095,87.16970344495311,0.49
2023-01-08 02:00:00,AAPL,Energy,7208714,38533519308.50848,87.24315390322943,87.5213372044281,0.32
2023-01-08 03:00:00,AAPL,Consumer,45106899,128738934421.19514,89.92177822410872,90.12405736736835,0.22
2023-01-08 04:00:00,GOOGL,Consumer,13834263,765781203765.345,88.74028667060315,89.13900469406967,0.45
2023-01-08 05:00:00,AMZN,Healthcare,31647215,1011623120.610775,88.0702005017321,87.46764044235027,-0.68
2023-01-08 06:00:00,AMZN,Consumer,13124052,417149262653.8099,88.55762145531787,88.6459511734877,0.1
2023-01-08 07:00:00,GOOGL,Finance,24119273,522987670904.50287,86.25953410467443,86.22462133188841,-0.04
2023-01-08 08:00:00,MSFT,Healthcare,28758455,55579785580.97132,84.95208765695828,84.98560245809716,0.04
2023-01-08 09:00:00,AAPL,Finance,44627391,973105084809.3605,84.99432159371051,84.79825150173755,-0.23
2023-01-08 10:00:00,TSLA,Technology,44405476,226899205918.42227,84.48358243881667,84.70344582752861,0.26
2023-01-08 11:00:00,AAPL,Finance,47389268,304894520916.6446,85.51159177130691,85.16188014099329,-0.41
2023-01-08 12:00:00,AAPL,Technology,29046417,304638569742.7723,90.24205816406065,90.00117732611382,-0.27
2023-01-08 13:00:00,MSFT,Technology,19640452,231186245455.23254,90.42098711990182,90.12536478365033,-0.33
2023-01-08 14:00:00,AAPL,Finance,28512406,2472348264.2251043,88.89881861927442,89.28283779629136,0.43
2023-01-08 15:00:00,GOOGL,Healthcare,46516505,729615449293.9083,91.42041646039698,91.41505762266819,-0.01
2023-01-08 16:00:00,GOOGL,Consumer,16851428,966878654299.4861,88.51540752652203,88.31145371472947,-0.23
2023-01-08 17:00:00,AMZN,Consumer,13155863,225069189801.76,86.05661207101087,85.89593159901186,-0.19
2023-01-08 18:00:00,TSLA,Technology,44542832,663384144611.619,85.03236035577423,85.03401024575408,0.0
2023-01-08 19:00:00,AAPL,Technology,47417810,742154430631.7563,84.55126984459247,85.23705459109495,0.81
2023-01-08 20:00:00,AAPL,Healthcare,14981528,848576953711.4342,83.50440212461854,82.98812766761073,-0.62
2023-01-08 21:00:00,MSFT,Energy,41956756,423206567816.5955,83.4517737684085,83.73363630593187,0.34
2023-01-08 22:00:00,GOOGL,Finance,25723448,303627974734.7888,83.9103277506623,84.10829836784919,0.24
2023-01-08 23:00:00,TSLA,Technology,48847868,325969838889.0081,85.70426264980496,85.3258931577091,-0.44
2023-01-09 00:00:00,AMZN,Consumer,21275624,712908711765.4143,85.86056712524675,86.49029998821453,0.73
2023-01-09 01:00:00,GOOGL,Healthcare,28531424,816962687039.1304,84.89558665482663,85.1244993060716,0.27
2023-01-09 02:00:00,AMZN,Finance,46620401,182432353788.84604,86.61836496139438,86.39846981858334,-0.25
2023-01-09 03:00:00,MSFT,Healthcare,6403252,371570067149.6074,85.20178141116692,84.4096547724155,-0.93
2023-01-09 04:00:00,MSFT,Finance,29204739,902038256552.4009,82.41976816578048,82.51419931065719,0.11
2023-01-09 05:00:00,AAPL,Finance,5151785,806886826175.0446,84.40766047405688,84.3887761234279,-0.02
2023-01-09 06:00:00,TSLA,Technology,47021624,984873544359.7134,86.33528369404098,85.8903492274011,-0.52
2023-01-09 07:00:00,AMZN,Healthcare,30489478,754494011422.3987,84.9672175648155,84.52385250161664,-0.52
2023-01-09 08:00:00,GOOGL,Healthcare,34354320,393802005826.89435,84.28901118196609,84.65504037147251,0.43
2023-01-09 09:00:00,MSFT,Consumer,24166524,591047196160.6431,82.74327285953875,81.9341698728064,-0.98
2023-01-09 10:00:00,AAPL,Consumer,38192252,661353239993.073,83.28379199466924,83.4146652926743,0.16
2023-01-09 11:00:00,AAPL,Technology,4284321,79377360500.80682,86.16882465280551,86.08806853351045,-0.09
2023-01-09 12:00:00,AMZN,Technology,18456057,544952462144.7612,87.38015462190134,87.59736195076408,0.25
2023-01-09 13:00:00,MSFT,Energy,49515114,709611507644.137,89.19019021019372,89.0589446111475,-0.15
2023-01-09 14:00:00,TSLA,Consumer,23197928,168153982697.05933,90.65242472667785,90.78535516024024,0.15
2023-01-09 15:00:00,MSFT,Finance,45882342,780851085708.1316,90.65220870456217,90.3155378034286,-0.37
2023-01-09 16:00:00,AMZN,Healthcare,21229717,584189007733.5975,92.61635277407474,92.59356687470208,-0.02
2023-01-09 17:00:00,AMZN,Technology,9433840,952269563911.8971,93.99639304291873,94.22625364512679,0.24
2023-01-09 18:00:00,MSFT,Healthcare,16140449,43379875908.68481,96.70244714702831,96.77539554281825,0.08
2023-01-09 19:00:00,AMZN,Healthcare,16463365,266060811417.9115,95.81365700314495,95.995849949914,0.19
2023-01-09 20:00:00,MSFT,Energy,32770093,601952325420.5243,92.48296035385344,92.05387581011003,-0.46
2023-01-09 21:00:00,GOOGL,Consumer,23229189,297263352293.7248,94.41631851722008,94.13747192934538,-0.3
2023-01-09 22:00:00,MSFT,Technology,14609569,714709739907.171,95.07679752652322,94.8042409474881,-0.29
2023-01-09 23:00:00,MSFT,Healthcare,2379904,759246277239.409,94.51385522374805,94.38319466009617,-0.14
2023-01-10 00:00:00,AMZN,Technology,30014857,103413448102.40797,94.05989986106793,94.69884070441401,0.68
2023-01-10 01:00:00,AMZN,Finance,41907604,514340609742.561,98.86577066088378,98.69068988279504,-0.18
2023-01-10 02:00:00,AAPL,Energy,2437188,509381665035.46484,97.5959492761418,97.03791542099417,-0.57
2023-01-10 03:00:00,AAPL,Finance,36210753,369911489445.3255,95.93037035113807,96.1901717083111,0.27
2023-01-10 04:00:00,GOOGL,Technology,35093077,932991937707.1024,96.09399731322067,96.74101906463132,0.67
2023-01-10 05:00:00,AAPL,Technology,27737775,827678813553.348,98.36275905834498,97.74247767081859,-0.63
2023-01-10 06:00:00,MSFT,Consumer,17374601,697512172527.7272,102.84495717112557,103.85942535900415,0.99
2023-01-10 07:00:00,AMZN,Healthcare,40387233,714612309099.2626,104.19709060123755,104.41339157147641,0.21
2023-01-10 08:00:00,AAPL,Healthcare,12218063,462254427669.30597,101.54963270129697,102.07458885071271,0.52
2023-01-10 09:00:00,AAPL,Finance,24689071,921073526575.4792,105.55244355720701,106.32670853696844,0.73
2023-01-10 10:00:00,GOOGL,Energy,31224818,694900831826.0321,105.51134418199766,106.02445515628376,0.49
2023-01-10 11:00:00,GOOGL,Healthcare,45446332,729252080594.1606,103.74358721813414,103.68625042138976,-0.06
2023-01-10 12:00:00,MSFT,Consumer,41104523,861829212883.5579,101.50398630782048,102.1219923865958,0.61
2023-01-10 13:00:00,AMZN,Finance,25567790,274797517752.84882,103.20180028534574,103.3331760583603,0.13
2023-01-10 14:00:00,GOOGL,Finance,11999077,807263832962.8363,103.69475273765538,104.2601404572228,0.55
2023-01-10 15:00:00,AAPL,Consumer,41925115,196045362353.53555,104.41040285542043,105.03680026860984,0.6
2023-01-10 16:00:00,AMZN,Energy,27263177,345996610292.64294,107.09688903416155,106.51273087894126,-0.55
2023-01-10 17:00:00,AMZN,Consumer,40993954,336274843815.5729,105.37872380865852,105.79723600669607,0.4
2023-01-10 18:00:00,AAPL,Energy,22825215,978546942920.7515,108.25799643371391,108.1595401603852,-0.09
2023-01-10 19:00:00,GOOGL,Consumer,22595966,856680686524.179,107.13393780172319,107.20796233715319,0.07
2023-01-10 20:00:00,AAPL,Consumer,38026182,701468691728.6694,111.77071042970714,111.84173666385027,0.06
2023-01-10 21:00:00,AMZN,Technology,37319763,727329704853.7748,113.10914013329788,113.15832576593367,0.04
2023-01-10 22:00:00,TSLA,Finance,9976766,562510721608.1685,111.02739235688715,111.87315756991966,0.76
2023-01-10 23:00:00,TSLA,Consumer,37185155,947143576441.4105,106.529854592416,105.80201725741011,-0.68
2023-01-11 00:00:00,MSFT,Consumer,29997485,496762494129.4792,108.25334725322787,107.3211000857253,-0.86
2023-01-11 01:00:00,AAPL,Healthcare,18642355,381137192160.02466,107.4432219061864,106.40462733529144,-0.97
2023-01-11 02:00:00,AAPL,Finance,17152789,163872301594.65942,107.1089323174364,107.68150682045382,0.53
2023-01-11 03:00:00,MSFT,Healthcare,10967246,786419446608.7969,108.75026104720678,108.32970340148525,-0.39
2023-01-11 04:00:00,MSFT,Finance,8543159,734709488143.5159,110.9479163946161,111.02124546145728,0.07
2023-01-11 05:00:00,MSFT,Healthcare,6384935,384970683485.6108,113.66327864597218,113.598083023748,-0.06
2023-01-11 06:00:00,AMZN,Consumer,13155092,26168220545.27013,110.99255234598162,110.50064715000332,-0.44
2023-01-11 07:00:00,AAPL,Consumer,15514254,839158330390.2927,114.15782629873297,114.64384025164402,0.43
2023-01-11 08:00:00,AMZN,Technology,20678933,12406565470.619558,112.83577516062547,112.76386324651006,-0.06
2023-01-11 09:00:00,MSFT,Healthcare,24063155,703996079849.4219,107.74406095375693,107.61598824060057,-0.12
2023-01-11 10:00:00,AAPL,Energy,49118363,970286852616.331,105.20466198250783,105.327157718589,0.12
2023-01-11 11:00:00,AMZN,Technology,24593741,438223666820.05524,105.66340710493807,106.04420327608875,0.36
